offset_hex,largo_bytes,texto_original,revisado,traduccion
0xfc710,30,ここで観覧車を操作するんだね。,,
0xfc730,30,ずいぶん簡単な操作パネルだな。,,
0xfc750,31,"なによっ！
いま取り込み中なの！",,
0xfc770,31,"大丈夫。
どうってことないから。",,
0xfc790,32,とにかく、このままじゃ危険です。,,
0xfc7b4,32,あんまり動かないほうがいいって。,,
0xfc7d8,32,でも詳しい話はあとにしましょう。,,
0xfc7fc,32,そう、どんな小さなものでもいい。,,
0xfc820,32,流石に刃は作り物みたいだけどね。,,
0xfc844,32,スプラッター映画でよく見るよね。,,
0xfc868,32,ピエロも…遊園地に現れる幽霊…。,,
0xfc88c,32,夢を継ぐ気はないみたいだけどね。,,
0xfc8b0,32,でも、彼の理念は徹底していたわ。,,
0xfc8d4,32,だったら、あのピエロも同じかも。,,
0xfc8f8,32,だから、全体を照らすのは無理だ。,,
0xfc91c,32,オーナーの思い入れのあるものを、,,
0xfc940,32,リコが今、お化け屋敷にいたっけ。,,
0xfc964,32,それに、ドリームパークは特にね。,,
0xfc988,32,え！？どうして知ってるんですか？,,
0xfc9ac,32,でも、彼の理念は徹底していたわ。,,
0xfc9d0,32,じゃあ、まずはどこから行こうか？,,
0xfc9f4,32,ひゃー、さわったら手が汚れそう。,,
0xfca18,32,いい感じでボロボロになってるな。,,
0xfca3c,32,わたしのお気に入りだった服なの。,,
0xfca60,32,通路があるのは聞いたことがある。,,
0xfca84,32,…霊の動きは収まったみたいだ…。,,
0xfcaa8,32,バーカ。じゃあ誰が先に入ろうか？,,
0xfcacc,32,それは……、そうかもしれないが。,,
0xfcaf0,32,リコ！よかった！どこからきたの？,,
0xfcb14,32,だってここ、電源きてないんだよ！,,
0xfcb38,32,早いところマサキとも合流しよう。,,
0xfcb5c,32,とにかく、ここを動くのは危ない。,,
0xfcb80,32,しっ、何か……音が聞こえないか？,,
0xfcba4,32,リコ！よかった！どこからきたの？,,
0xfcbc8,32,（夢のことは忘れることにします）,,
0xfcbec,32,早いところマサキとも合流しよう。,,
0xfcc10,32,しっ、大きな声を出さない方が…。,,
0xfcc34,32,そんな物騒なもの、ここにはない。,,
0xfcc58,33,"ピエロに襲われる夢を
見たんです。",,
0xfcc7c,33,"→　観覧車
↓　メリーゴーラウンド",,
0xfcca0,33,"あ、私…
てっきり怒られるのかと。",,
0xfccc4,33,"地下通路？
わかった、ありがとう。",,
0xfcce8,33,"いったい、
なにが起こっているの？",,
0xfcd0c,33,"心当たり？
…いや、馬鹿馬鹿しい。",,
0xfcd30,35,"親父のお気に入りの
場所だったから。",,
0xfcd54,35,"アイテムとして
しっかり見ておこう。",,
0xfcd78,35,"おもしろそう！
やってやろうじゃん！",,
0xfcd9c,35,"何か書いてあるな…
よく見てみよう。",,
0xfcdc0,35,"わからない。
私も見るのは初めてだ。",,
0xfcde4,35,"それに金目のものなんて
ないはずだ。",,
0xfce08,35,"↑　観覧車
→　ドリームパーク事務所",,
0xfce2c,35,"なにをする必要があるか
考えないと。",,
0xfce50,35,"またチェンメ？
ドリームパークは…。",,
0xfce74,35,"もう十年ぐらい前だよ、
つぶれたの。",,
0xfce98,35,"観覧車が
金庫のカギだったなんて…。",,
0xfcebc,35,"お化け屋敷に
電力を通す必要がある。",,
0xfcee0,35,"そういうところに
興味本位で行くの、",,
0xfcf04,35,"いえ、大した話じゃ
ありませんから。",,
0xfcf28,35,"大丈夫です。
心配かけてすいません。",,
0xfcf4c,35,"私は真面目に
聞いていなかったから。",,
0xfcf70,35,"なにをする必要があるか
考えないと。",,
0xfcf94,35,"乗ってみれば？
写真とってあげるよ。",,
0xfcfb8,35,"電子ロックが、これで
開けるはず…。",,
0xfcfdc,35,"ここがホラースポットの
ひとつなの？",,
0xfd000,35,"奥にある鏡に
自分の顔をうつすと…。",,
0xfd024,35,"部屋の明かりを
つけなかったために、",,
0xfd048,35,"きっと鏡の角度で
そういう風に見える",,
0xfd06c,35,"もしかして、ここって
鬼門の方向！？",,
0xfd090,35,"メリーゴーラウンドで
見たような…。",,
0xfd0b4,35,"ここのオバケは
機械で動くんだけど、",,
0xfd0d8,35,"鏡は光があって
はじめて光るんだよ。",,
0xfd0fc,35,"道順の矢印がかすかに
光っているね。",,
0xfd120,35,"もしかしたら何かの
仕掛けかも……。",,
0xfd144,35,"通路はそれぞれの
アトラクションの、",,
0xfd168,35,"本当になくなるのか、
やっぱり……。",,
0xfd18c,35,"祟りなんてイタズラに
決まっている。",,
0xfd1b0,35,"わたしたちは別に
イタズラなんか…。",,
0xfd1d4,35,"通路はそれぞれの
アトラクションの、",,
0xfd1f8,35,"霊たちが、楽しかった
思い出の場所に",,
0xfd21c,35,"今も遊園地で遊んでいる
っていうの？",,
0xfd240,35,"夜光塗料が、
かすかに光っているね。",,
0xfd264,37,"そんなこと、言われんでも
わかってる。",,
0xfd28c,37,"マサキとリコとも
はぐれちゃったし…。",,
0xfd2b4,37,"子供の頃、私は親父が…
嫌いだった…。",,
0xfd2dc,37,"でもこの事務所になら…
あるかもな…。",,
0xfd304,37,"私は親父のような情熱は
持っていない。",,
0xfd32c,37,"親父は強い信念をもった
経営者だった。",,
0xfd354,37,"←　ジェットコースター
　　お化け屋敷",,
0xfd37c,37,"秘密の地下通路のことは
ご存知ですか？",,
0xfd3a4,37,"ただ電源を入れるだけじゃ
ダメだよね。",,
0xfd3cc,37,"そっか。
ミズキは行ったことないっけ？",,
0xfd3f4,37,"ピエロは消えるんじゃ
ないでしょうか。",,
0xfd41c,37,"まさか、こんな大掛かりな
仕掛けを…。",,
0xfd444,37,"『呪いの遊園地』の謎を
解くためにね。",,
0xfd46c,37,"風船は必ず自分で
ガスを入れていると、",,
0xfd494,37,"ドリームパークに
行ったことあるんだ。",,
0xfd4bc,37,"こいつ、ピエロが怖くて
泣き出してさ。",,
0xfd4e4,37,"…ま、解体前に最後の
お別れにいくか。",,
0xfd50c,37,"今夜、行ってみようって
ことになって。",,
0xfd534,37,"スタッフルームへの扉は
電子ロックだ。",,
0xfd55c,37,"『電気をつけなくて
　良かったな』は、",,
0xfd584,37,"わかった、気をつける。
じゃ、またね。",,
0xfd5ac,37,"わたし、引っ越してきた
ばかりなのに、",,
0xfd5d4,37,"このドリームパークは、
私が再建する。",,
0xfd5fc,37,"ただ電源を入れるだけじゃ
ダメだよね。",,
0xfd624,37,"スタッフルームって
どこにあるのよ…？",,
0xfd64c,37,"自分が死ぬときの
顔がうつるんだって！",,
0xfd674,37,"壁の裏に閉鎖された
隠し部屋があって、",,
0xfd69c,37,"暗闇の中にメッセージが
あるってこと？",,
0xfd6c4,37,"わたしたちの状況とか
理解できてたの？",,
0xfd6ec,37,"昔ここに入った時、
リコが怖がってさ。",,
0xfd714,37,"違うよっ！
ユウタに聞いてみなさいよ。",,
0xfd73c,37,"扉のすぐ外にいるの！
なんとかしてっ！",,
0xfd764,37,"（ラッキー！
　扉のカギがかかった！）",,
0xfd78c,37,"早くしてよ！
もうすぐそこまで来てる！",,
0xfd7b4,37,"な、なにかの聞き間違えだよ、
きっと。",,
0xfd7dc,37,"私はハセガワという。
ここの所有者だ。",,
0xfd804,37,"（大きな謎が
　残ることになりました）",,
0xfd82c,37,"何なんだ？
何のイタズラだ、これは！？",,
0xfd854,37,"まずは、あの金庫を調べて
みましょう。",,
0xfd87c,37,"あのピエロに心当たりは
ありませんか？",,
0xfd8a4,37,"あの白い影に心当たりは
ありませんか？",,
0xfd8cc,37,"確かに……
親父の格好によく似ている。",,
0xfd8f4,39,"どちらにせよ、
もう電源通ってないから。",,
0xfd91c,39,"だろうな。
しばらく隠れて様子を見るよ。",,
0xfd944,39,"（そして、
　わたしを見つめるピエロの）",,
0xfd96c,39,"（わたしたちの長い夜は
　終わりました）",,
0xfd994,39,"それまであなたたちで
なんとかしなきゃ。",,
0xfd9bc,39,"（あのピエロの目的が
　何だったのか？）",,
0xfd9e4,39,"そんなに自慢するほどのことじゃ
ねーよ。",,
0xfda0c,39,"たぶん、みんなまだ
生きているつもりで、",,
0xfda34,39,"マサキ、
観覧車の操作室まで移動できる？",,
0xfda5c,39,"←　ミラーハウス
　　メリーゴーラウンド",,
0xfda84,39,"短時間、そして１区画なら
なんとかなる。",,
0xfdaac,39,"今夜、ドリームパークに
行ってみようか。",,
0xfdad4,39,"親父は風船を配るのを
楽しみにしていた。",,
0xfdafc,39,"それはもちろん、
ドリームパーク全体よ。",,
0xfdb24,39,"子供の頃の記憶は、
不確かなものだから。",,
0xfdb4c,39,"どうしたミズキ？
顔色悪いみたいだけど。",,
0xfdb74,39,"イヤ。だって、
こんなところに座ったら、",,
0xfdb9c,39,"もしもしリコ？
お願いがあるんだけど…。",,
0xfdbc4,39,"いいけど、ホントそういうの
好きだよな。",,
0xfdbec,39,"…盛り上げようとして
言い過ぎました…。",,
0xfdc14,39,"いつになく積極的だね。
じゃあ、どうぞ。",,
0xfdc3c,39,"奥まで行って、
写真を撮ってこないと…。",,
0xfdc64,39,"「おかあさん出して」って
書かれていた。",,
0xfdc8c,39,"子供の頃の記憶は、
不確かなものだから。",,
0xfdcb4,39,"追いついちゃったな。
じゃあ、戻ろうか。",,
0xfdcdc,39,"マサキの『死に顔』
見せてもらおうかな。",,
0xfdd04,39,"自分の死に顔が映るって…
ホントかなぁ。",,
0xfdd2c,39,"それほどの照明設備は
もうないのだが…。",,
0xfdd54,39,"古いから、だいぶ弱くなって
いるけどね。",,
0xfdd7c,39,"セキュリティで
ロックされたままみたい。",,
0xfdda4,39,"ユウタはよくお化け屋敷
入ってたもんな。",,
0xfddcc,39,"（わたしたちの
　長い夜は終わりました）",,
0xfddf4,39,"あ、ミズキ。
もしかして…ビビッてない？",,
0xfde1c,39,"親父はここを使って園内を
回っていた…。",,
0xfde44,39,"（そして、
　わたしを見つめるピエロの）",,
0xfde6c,39,"ああっ、マサキとリコと
はぐれちゃった。",,
0xfde94,41,"どう？お化け屋敷でも泣かなかった
でしょ。",,
0xfdec0,41,"息子さんって、ハセガワさんの
ことだよね。",,
0xfdeec,41,"そして、
恐ろしいものはより恐ろしく、だ。",,
0xfdf18,41,"それがあのピエロじゃないか
と思うんです。",,
0xfdf44,41,"ピエロに変装した変質者が
子供をさらう…。",,
0xfdf70,41,"どうやったら、
思い出させることができる？",,
0xfdf9c,41,"もちろん、あんたたちも
一緒に来なさいよ。",,
0xfdfc8,41,"ねぇ、レイカ。
ドリームパークに興味ない？",,
0xfdff4,41,"あまり遅くならないように
気をつけるのよ。",,
0xfe020,41,"もしかしたら、
覚えていないだけなのかも。",,
0xfe04c,41,"ピエロやマスコットたちが
移動するための、",,
0xfe078,41,"ビックリさせることが
大好きなオーナーで。",,
0xfe0a4,41,"もしかしたら、
覚えていないだけなのかも。",,
0xfe0d0,41,"じゃあ、
俺、ユウタ、リコ、ミズキの順で。",,
0xfe0fc,41,"どうせまた泣き出すんだから
やめとけって。",,
0xfe128,41,"（これで違和感のある顔に
　うつるんだわ）",,
0xfe154,41,"俺のケータイ、暗いところだと
写り悪くて。",,
0xfe180,41,"横の鏡に映っている顔、
角度おかしくない？",,
0xfe1ac,41,"明るいと、いろいろ見えて
当たり前だけど、",,
0xfe1d8,41,"暗くして見えてくるものなんて
あるのかな？",,
0xfe204,41,"（ドリームパークの再建が
　始まりました）",,
0xfe230,41,"（オーナーのドリームパーク
　への夢は、）",,
0xfe25c,41,"オーナーだった親父は
ずいぶん前に死んだ。",,
0xfe288,41,"こんなところにいられない！
早く逃げよう！",,
0xfe2b4,43,"じゃあ、ドリームパークから
外に出る方法は？",,
0xfe2e0,43,"いまドリームパークで
霊に追いかけられてて！",,
0xfe30c,43,"（ドリームパークは
　消えようとしています）",,
0xfe338,43,"どうしてオーナーは邪悪な
ピエロなんかに…。",,
0xfe364,43,"生きていたときの
楽しかったという気持ちが、",,
0xfe390,43,"イタズラで人を驚かすのが
好きな親父だった。",,
0xfe3bc,43,"でも、もう１面の楽しいものを
より楽しく…、",,
0xfe3e8,43,"とにかく言われたとおりに
すればいいんだな。",,
0xfe414,43,"うちの小学校だと、
ピエロがさらった子供は、",,
0xfe440,43,"じゃあ、決まり！
今夜７時、ゲート前集合ね。",,
0xfe46c,43,"しつこいわね。
行かないって言ってるでしょ。",,
0xfe498,43,"それに、ドリームパークは
特に行きたくない。",,
0xfe4c4,43,"よくわかんないけど……
行くなら気をつけて。",,
0xfe4f0,43,"ドリームパークのことを
聞きたいんですけど。",,
0xfe51c,43,"私が聞いたことがあるのは、
オーナーの人柄。",,
0xfe548,43,"ゲート付近につながっている
可能性が高いね。",,
0xfe574,43,"昔はもっと広く感じたけどな。
なぁ、ユウタ？",,
0xfe5a0,43,"侵入者に気がつかず、
命が助かったって話…。",,
0xfe5cc,43,"…じゃあ、
他のアトラクションに行こうかっ！",,
0xfe5f8,43,"お化け屋敷に手がかりが
あるんだよ、きっと！",,
0xfe624,43,"ごめん、リコ！
またお願いがあるんだけど…。",,
0xfe650,43,"慣れちゃってぜんぜん
怖がらなくなってたし。",,
0xfe67c,43,"（それから間もなく、
　ハセガワさんの手で）",,
0xfe6a8,43,"よし、わたしたちもそこを
使って移動しよう。",,
0xfe6d4,43,"僕がナナシじゃないかと疑ってる、
そうだろ？",,
0xfe700,43,"だって、ユウタはわたしの
大事な友達だから。",,
0xfe72c,43,"風船以外は特に変わったものは
無いようだな。",,
0xfe758,43,"もしかしたら上のほうに
誰か乗ってたりして。",,
0xfe784,43,"確かに上のほうは暗くて
よく見えないけど…。",,
0xfe7b0,43,"よし、わたしたちもそこを
使って移動しよう。",,
0xfe7dc,43,"この階段を上がれば
観覧車に出るみたいだな。",,
0xfe808,43,"よくピエロの格好で
パーク内をまわっていた。",,
0xfe834,45,"あの正面のゲート以外は
完全に封鎖されている。",,
0xfe864,45,"親父が１番気に入っていたのは
その色じゃない。",,
0xfe894,45,"うん、いまのところは…。
みんなどこにいるの？",,
0xfe8c4,45,"マサキがいる観覧車にはどうやった
らいけるの？",,
0xfe8f4,45,"この通路のどこかに観覧車へ続く
階段があるぞ。",,
0xfe924,45,"親父はいつもドリームパークの
運営に夢中で…。",,
0xfe954,45,"知ってる知ってる。
人をズバーって切るやつね。",,
0xfe984,45,"いまよりももっとハッピーな
ドリームパークに、",,
0xfe9b4,45,"今は電気が通ってないから、
飛び出たままだね。",,
0xfe9e4,45,"わたしの言うように観覧車を
動かして欲しいの。",,
0xfea14,45,"ここで遊んでる霊たちは
本当に楽しそうでした。",,
0xfea44,45,"ミラーハウス、観覧車、
それとお化け屋敷……。",,
0xfea74,45,"ケータイで自分の死に顔を撮って
もどってくる。",,
0xfeaa4,45,"まずはこのドリームパークを
探検してみようぜ。",,
0xfead4,45,"部屋を明るくしてはじめて
見える赤い文字と…、",,
0xfeb04,45,"あたしたちの面倒見るのにも
慣れたってことか。",,
0xfeb34,45,"お化け屋敷の電源スイッチは
配電盤にあったよ。",,
0xfeb64,45,"死んで十年以上経つのに、
なぜあんな姿で……。",,
0xfeb94,45,"どこかにピエロに対抗できる
武器はないですか？",,
0xfebc4,47,"マサキは観覧車の前。
わたしたちは事務所にいる。",,
0xfebf4,47,"たぶん、私有地だから
入るのには時間がかかるわ。",,
0xfec24,47,"ここのオーナーが、
海外から取り寄せてきたとか。",,
0xfec54,47,"私はドリームパークのこと、
もう少し調べてみる。",,
0xfec84,47,"オーナーの思い出の品って、
なにかありませんか？",,
0xfecb4,47,"私も他の子供のように
親父と遊びたかったんだ…。",,
0xfece4,47,"だからドリームパークにも
あまり近づかなかった。",,
0xfed14,47,"遊園地の楽しい雰囲気を
求めてやってきている…。",,
0xfed44,47,"こうして仕掛けが分かると、
なんかマヌケだよね。",,
0xfed74,47,"よくわからないけど、
移動しておけばいいんだな。",,
0xfeda4,47,"遊園地の思い出があった
からこそ集まってきた…。",,
0xfedd4,47,"そのまま残って、ここに
集まっているんだと思う。",,
0xfee04,47,"そう、恐ろしいものを
より恐ろしくしたいという、",,
0xfee34,47,"たしか防犯のため、電源が
供給されていない夜間は",,
0xfee64,47,"ドリームパークについて、
ネットで調べてみたの。",,
0xfee94,47,"秘密の地下通路があるって
いうウワサがあったわ。",,
0xfeec4,47,"行った事がない場所を
夢で見るなんて変ですよね。",,
0xfeef4,47,"移動が目的だとすると、
いくつかに枝分かれして、",,
0xfef24,47,"停電でロックされたまま
だった、スタッフルームの",,
0xfef54,47,"ずいぶん静かになった。
ちょっと様子を見てくる。",,
0xfef84,47,"部屋を明るくしなかった
からこそ難を逃れる話…。",,
0xfefb4,47,"ここ、ホントの霊が出るって
噂があったんだよな。",,
0xfefe4,47,"でも、外側からじゃ
わからなくなっているみたい。",,
0xff014,47,"でも、もう、ユウタを疑うことは、
やめにしたの。",,
0xff044,47,"でも、外側からじゃ
わからなくなっているみたい。",,
0xff074,49,"お化け屋敷の中。
サイアクな場所に隠れちゃったよ。",,
0xff0a8,49,"（ドリームパークの解体作業が
　始まったそうです）",,
0xff0dc,49,"昔は近付いたら、人形が飛び出す
仕掛けだったんだ。",,
0xff110,49,"オーナーが強い信念をもったまま、
亡くなっていて、",,
0xff144,49,"もう昔のような照明や
電源施設は撤去してしまった。",,
0xff178,49,"マサキ聞こえる？
いま観覧車の電源をＯＮにしたわ。",,
0xff1ac,49,"この図がなにを意味しているか、
よく考えてみよう。",,
0xff1e0,49,"ロウ人形にされて、
お化け屋敷に飾られているとか。",,
0xff214,49,"その意見に賛成。
この地下通路を使えばできそうだ。",,
0xff248,49,"興味本位でそういうことするの、
まだ懲りてないの？",,
0xff27c,49,"手作りの模型…。
これは想い入れがないと作れない。",,
0xff2b0,49,"わかった、ごめん。
わたし、無神経に誘っちゃって。",,
0xff2e4,49,"あなたは、ただ興味本位って
わけじゃないんでしょ？",,
0xff318,49,"大丈夫よ。夜遊びを止めようなんて
思ってないから。",,
0xff34c,49,"ドリームパークに行ったことが
あるってことですか？",,
0xff380,49,"（これだけやせれば、
　ダイエットしなくて済むね）",,
0xff3b4,49,"ドリームパークに行ったことが
あるってことですか？",,
0xff3e8,49,"今までこういう流れで
大事にならなかったことある？",,
0xff41c,49,"とにかく、早く１番奥まで行って
写真撮っちゃおう。",,
0xff450,49,"（ただ、どうして幼いころの
　わたし自身の幻を、）",,
0xff484,49,"そうね、まずはここでじっくり対策
を考えましょう。",,
0xff4b8,49,"そうだとしたら…、
降りれなくて困っているかもな。",,
0xff4ec,51,"オーナーが最も心にとめていた
ものを探し出しなさい。",,
0xff520,51,"（結局、わたしの運命は
　夢で見た通りだったのです）",,
0xff554,51,"オーナーが最も心にとめていた
ものを探し出しなさい。",,
0xff588,51,"ちょっとさわるとバラバラ
になる仕組みになっている。",,
0xff5bc,51,"死んだオーナーの息子が、
解体を計画しているらしい。",,
0xff5f0,51,"そう？何か心配事があるなら
話した方が楽になるわよ。",,
0xff624,51,"頂上付近でいつのまにか
もう１人が乗ってるらしいよ。",,
0xff658,51,"さて、ここで提案！
１人ずつ、時間を空けて入らない？",,
0xff68c,51,"暗闇だからこそ見えるもの…。
どこかで見た気がする。",,
0xff6c0,51,"（結局……、全員無事に
　ドリームパークを脱出し、）",,
0xff6f4,51,"（でも、わからないままで
　よかったかもしれません）",,
0xff728,51,"（結局、わたしの運命は
　夢で見た通りだったのです）",,
0xff75c,53,"逃げる方法を考えるか……
あのピエロの謎を解かないと。",,
0xff794,53,"…あのピエロ…風船を見て、
一瞬正気に戻ったような…。",,
0xff7cc,53,"ガスって…ヘリウムガス？
それってどこかにありますか？",,
0xff804,53,"以前…、お化け屋敷の
スタッフルームで見かけたような。",,
0xff83c,53,"もう、ホントに怖がりなんだから。
じゃ、男子からだね。",,
0xff874,53,"このまま通路の先へ行けば、
ゲート前に出れるみたいよ。",,
0xff8ac,53,"ここは潰す予定だ……。
今さら私にどうしろというんだ？",,
0xff8e4,53,"ドリームパークが閉鎖されて、
何年も経つと言うのに…。",,
0xff91c,53,"ここは潰す予定だ……。
今さら私にどうしろというんだ？",,
0xff954,55,"そこまでビビらなくても。
よっぽどコワイ夢でも見てたの？",,
0xff98c,55,"人の想いが集まる場所には、
何かが残っているものだから。",,
0xff9c4,55,"ところで、オーナーが最も心に
とめていたものはわかった？",,
0xff9fc,55,"こういうとき、最初に入った方が
ハッキリ見えるらしいよ。",,
0xffa34,55,"電灯の明かりなんかを吸収して、
発光する性質があるんだ。",,
0xffa6c,55,"ここを取り壊すためだよ。
祟りの正体を確かめに来たんだ。",,
0xffaa4,55,"あたしたちだって、タタリの正体を
たしかめに来たのに…。",,
0xffadc,55,"人の想いが集まる場所には、
何かが残っているものだから。",,
0xffb14,55,"リコが危ないの！スタッフルームの
外にピエロがいるって。",,
0xffb4c,57,"（わたしが最後に見た光景は、
　血に染まったテーマパーク）",,
0xffb88,57,"オーナーが大好きだった、
大掛かりなサプライズで見せるの。",,
0xffbc4,57,"幽霊役の人がいて怖かったって
言われたことがあったらしい。",,
0xffc00,57,"（わたしが最後に見た光景は、
　血に染まったテーマパーク）",,
0xffc3c,59,"そのメリーゴーラウンドの模型は、
親父が自分でつくったんだ。",,
0xffc78,59,"だったらあの霊たちの力を借りて、
ピエロを元に戻せないかな。",,
0xffcb4,59,"楽しいものはより楽しくって、
それが彼の理念だったらしいわ。",,
0xffcf0,59,"みんなが集まる夢の遊園地を、
真剣に作ろうとしていたんです。",,
0xffd2c,59,"楽しいものはより楽しくって、
それが彼の理念だったらしいわ。",,
0xffd68,59,"ちょっとぉ。女の子をからかう
なんてヒドくない？ね、ミズキ。",,
0xffda4,59,"（結局、わたしたちが見たものの
　正体はわかりませんでした）",,
0xffde0,59,"お化け屋敷の電源を落とせば扉に
ロックがかかるんじゃないか？",,
0xffe1c,61,"その信念がピエロというカタチで
今、現れているのだとしたら…。",,
0xffe5c,61,"作り物って分かっているのに、
どうも１人だと不安になるなぁ…。",,
0xffe9c,61,"どこから、お化けが出てくるか、
仕掛けも全部覚えちゃったから。",,
0xffedc,63,"（私はピエロに追いかけられている
　こと、そしてそのピエロは、）",,
0xfff1c,63,"オーナーが死んだ後に閉鎖されて、
ずっと放置されているらしいよ。",,
0xfff5c,63,"早いトコ、スタッフルームを探して
ヘリウムガスを見つけなきゃ…。",,
0xfff9c,65,"（どうやらオーナーの霊らしい、と
　いうことをレイカに話しました）",,
0xffff8,6,リコ？,,
0x100000,6,なに？,,
0x100008,6,えっ？,,
0x100010,6,さあ？,,
0x100018,6,マサキ,,
0x100020,6,よっ。,,
0x100028,6,ああ。,,
0x100030,6,気配？,,
0x100038,6,先生？,,
0x100048,6,俺も。,,
0x100058,6,レイカ,,
0x100070,6,リコ！,,
0x100078,6,えっ。,,
0x100080,6,特別？,,
0x100088,6,そう？,,
0x100090,6,本物？,,
0x100098,6,さあ、,,
0x1000a0,6,ああ。,,
0x1000a8,6,えっ？,,
0x1000b0,6,うん。,,
0x1000b8,6,リコ！,,
0x1000c0,6,そう。,,
0x1000d0,8,…ゼロ！,,
0x1000dc,8,逃げる！,,
0x1000e8,8,ああ…。,,
0x1000f4,8,ええっ。,,
0x10010c,8,ああ…。,,
0x100118,8,ああ…。,,
0x100124,8,マサキ！,,
0x100130,8,しっ…。,,
0x100148,8,うん…。,,
0x100160,8,うん…。,,
0x10016c,8,先生…。,,
0x100178,8,レイカ！,,
0x100184,8,かもな。,,
0x100190,8,えっ…？,,
0x1001a8,8,ヒッ…。,,
0x1001c0,8,レイカ！,,
0x1001cc,8,なあ…。,,
0x1001d8,8,レイカ！,,
0x1001e4,8,ユウタ！,,
0x1001f0,8,大丈夫？,,
0x100208,8,…うん。,,
0x100214,8,ふうん。,,
0x10022c,8,…うん。,,
0x100238,8,大丈夫？,,
0x100244,8,うん…。,,
0x100250,8,あるよ。,,
0x10025c,8,はっ…！,,
0x100268,8,大丈夫？,,
0x100274,8,…あれ？,,
0x100280,8,マサキ！,,
0x10028c,8,待って！,,
0x100298,8,ごめん。,,
0x1002d4,8,…へえ。,,
0x1002e0,8,レイカ！,,
0x1002ec,8,迷子…。,,
0x100304,8,あっ…。,,
0x100310,8,えっ…。,,
0x10031c,8,うん…。,,
0x100328,8,レイカ！,,
0x100334,8,これ…。,,
0x10034c,8,やめろ。,,
0x100358,8,…なに？,,
0x100364,8,えっ…。,,
0x100370,8,マサキ！,,
0x100388,8,ほらな。,,
0x100394,8,あああ？,,
0x1003ac,8,ユウタ！,,
0x1003b8,8,ユウタ！,,
0x1003c4,8,えっ…？,,
0x1003d0,8,プール？,,
0x1003dc,8,大丈夫？,,
0x1003e8,8,はっ…。,,
0x100400,8,えっ…。,,
0x10040c,8,…ああ。,,
0x100418,8,まあね。,,
0x100424,8,はっ…。,,
0x100430,8,ふうん。,,
0x10043c,10,ずっとね！,,
0x100448,10,そんな…。,,
0x100454,10,その目…。,,
0x100460,10,どうして？,,
0x10046c,10,マサキ…。,,
0x100478,10,失礼ね…。,,
0x100484,10,見た見た。,,
0x100490,10,マサキ…。,,
0x1004a8,10,そんな…。,,
0x1004b4,10,ごめん…。,,
0x1004c0,10,はいはい。,,
0x1004cc,10,ごめん…。,,
0x1004d8,10,うぐっ…。,,
0x1004e4,10,プールさ。,,
0x1004f0,10,（はっ…）,,
0x1004fc,10,マサキ…。,,
0x100508,10,呆れた…。,,
0x100514,10,どうだか。,,
0x100520,10,やめろよ。,,
0x10052c,10,そうだな。,,
0x100538,10,それは…。,,
0x100544,10,ダメだな。,,
0x100550,10,だったら？,,
0x10055c,10,朝日が…。,,
0x100568,10,えっ？俺？,,
0x100574,10,教室じゃ…,,
0x100580,10,まるで…、,,
0x10058c,10,……うん。,,
0x100598,10,壁から…。,,
0x1005a4,10,どうした？,,
0x1005b0,10,……先生。,,
0x1005bc,10,あぁ……。,,
0x1005c8,10,わたし…。,,
0x1005d4,10,おはよっ。,,
0x1005e0,10,そうなの？,,
0x1005ec,10,許せない！,,
0x1005f8,10,レイカ…。,,
0x100604,10,そうか…？,,
0x100610,10,落ちろ！！,,
0x100628,10,そうだね。,,
0x100634,10,ユウタ…。,,
0x100640,10,ああああ！,,
0x10064c,10,そうだね。,,
0x100658,10,……うん。,,
0x100670,10,ホントか？,,
0x10067c,10,だから…。,,
0x100688,10,なにぃ…。,,
0x100694,10,…いいえ。,,
0x1006a0,10,そうだな。,,
0x1006ac,10,あうっ…。,,
0x1006b8,10,ああああ！,,
0x1006d0,10,（えっ…）,,
0x1006dc,10,マサキ…？,,
0x1006e8,10,あぶない！,,
0x1006f4,10,いや……。,,
0x100718,10,どうした？,,
0x100724,10,…ユウタ？,,
0x100730,10,教室でか？,,
0x10073c,10,ダメか…。,,
0x100748,10,…だ…誰？,,
0x100754,10,どうした？,,
0x100760,10,夜明けだ。,,
0x10076c,10,くっ……。,,
0x100778,10,もしもし。,,
0x100784,10,たとえば、,,
0x100790,10,…そうよ。,,
0x10079c,12,…まさか…。,,
0x1007ac,12,どうしたの？,,
0x1007bc,12,マネキン…。,,
0x1007cc,12,…マサキ…。,,
0x1007dc,12,（はっ……）,,
0x1007ec,12,あ、レイカ！,,
0x1007fc,12,やがて俺は、,,
0x10080c,12,…来たな…。,,
0x10081c,12,ミズキ……？,,
0x10082c,12,いないか…。,,
0x10083c,12,にせもの…。,,
0x10084c,12,どうして…。,,
0x10085c,12,思いついた。,,
0x10086c,12,…これか…？,,
0x10087c,12,ありがとう。,,
0x10088c,12,…そうなの？,,
0x10089c,12,う…ううっ。,,
0x1008ac,12,ホントかよ。,,
0x1008bc,12,レイカ……。,,
0x1008cc,12,突然首を…。,,
0x1008dc,12,（ナナシ…）,,
0x1008ec,12,どうして…？,,
0x1008fc,12,…プール…。,,
0x10090c,12,どうしたの？,,
0x10091c,12,どうしたの？,,
0x10092c,12,どうしたの？,,
0x10093c,12,あ…うん…。,,
0x10094c,12,…そうする。,,
0x10095c,12,いやあああ！,,
