offset_hex,largo_bytes,texto_original,revisado,traduccion
0xd897c,6,うん。,,Si.
0xd8984,6,あっ！,,Ah!
0xd898c,6,うん。,,Si.
0xd8994,6,校庭！,,El patio!
0xd89a4,6,えっ？,,Eh?
0xd89ac,6,写メ？,,Una foto?
0xd89bc,6,あっ。,,Ah.
0xd89cc,6,うん。,,Si.
0xd89d4,6,うん。,,Si.
0xd89dc,6,カナ！,,Kana!
0xd89e4,6,カナ！,,Kana!
0xd89ec,6,ねえ。,,Oye.
0xd89f4,6,ひっ。,,Hii.
0xd89fc,6,そう。,,Asi es.
0xd8a04,6,あっ。,,Ah.
0xd8a0c,6,うん。,,Si.
0xd8a14,6,反省。,,Reflexion.
0xd8a1c,6,えっ？,,Eh?
0xd8a24,6,うん。,,Si.
0xd8a2c,6,へえ。,,Vaya.
0xd8a34,6,うん。,,Si.
0xd8a3c,6,じゃ。,,Bueno.
0xd8a44,6,うん。,,Si.
0xd8a4c,6,うん。,,Si.
0xd8a54,8,ホント？,,En serio?
0xd8a60,8,うん…。,,Si...
0xd8a78,8,さあ…。,,Quien sabe...
0xd8a84,8,うそ…。,,No puede ser...
0xd8a90,8,リコ…。,,Riko...
0xd8a9c,8,でしょ？,,No?
0xd8aa8,8,同じ階？,,El mismo piso?
0xd8ab4,8,うん…。,,Si...
0xd8ac0,8,リコ…。,,Riko...
0xd8acc,8,そだね。,,Es cierto.
0xd8ae4,8,えっ…。,,Eh...
0xd8af0,8,でも…。,,Pero...
0xd8afc,8,姿見…。,,El espejo...
0xd8b08,8,カナ…。,,Kana...
0xd8b44,8,ひっ…。,,Hii...
0xd8b5c,8,防空壕？,,"Un refugio
antiaereo?"
0xd8b68,8,あった！,,Lo encontre!
0xd8b74,8,いやあ！,,No!
0xd8b98,8,わかった,,Entendido
0xd8bb0,8,ひっ…。,,Hii...
0xd8bc8,8,…あれ？,,...Eh?
0xd8bd4,8,ホント？,,En serio?
0xd8bec,8,じゃあ。,,Bueno.
0xd8bf8,8,私も！？,,Yo tambien!?
0xd8c04,8,ホント？,,En serio?
0xd8c28,8,さあ…。,,Quien sabe...
0xd8c34,8,うん…。,,Si...
0xd8c40,8,お願い！,,Por favor!
0xd8c4c,8,えっ…。,,Eh...
0xd8c58,8,うん…。,,Si...
0xd8c70,8,うん…。,,Si...
0xd8c88,8,行こう。,,Vamos.
0xd8c94,8,どこ…？,,Donde...?
0xd8cac,8,そうね。,,Es cierto.
0xd8cd0,8,カナ…。,,Kana...
0xd8cdc,8,手鏡…。,,Espejo de mano...
0xd8ce8,8,カナ…。,,Kana...
0xd8cf4,8,カナ…。,,Kana...
0xd8d00,8,うわっ！,,Uy!
0xd8d0c,8,でしょ。,,No?
0xd8d18,8,動物…。,,Un animal...
0xd8d24,8,へえ…。,,Ah...
0xd8d30,8,また…。,,Otra vez...
0xd8d3c,8,カナ…。,,Kana...
0xd8d54,8,呪い…？,,Una maldicion...?
0xd8d60,8,（はっ）,,(Ha)
0xd8d6c,8,うん…。,,Si...
0xd8d78,8,シセン？,,La mirada...?
0xd8d84,8,リコ…。,,Riko...
0xd8d90,8,ごめん。,,Perdon.
0xd8d9c,8,ひっ…。,,Hii...
0xd8da8,8,うそ…。,,No puede ser...
0xd8db4,8,そうね。,,Es cierto.
0xd8dc0,8,姿見…。,,El espejo...
0xd8de4,8,いやあ！,,No!
0xd8df0,8,カナ…。,,Kana...
0xd8e08,8,アリサ！,,Arisa!
0xd8e14,8,鬼門よ。,,"Es el punto
maldito."
0xd8e20,8,なんで。,,Por que.
0xd8e2c,8,そう…。,,Asi es...
0xd8e38,8,あるの。,,Si hay.
0xd8e44,8,当番表？,,"El horario de
turnos?"
0xd8e50,8,待って。,,Espera.
0xd8e5c,8,カナ…。,,Kana...
0xd8e68,8,かもね。,,Puede ser.
0xd8e74,8,あれ…。,,Eh...
0xd8e98,8,へえ…。,,Ah...
0xd8ea4,8,カナ…。,,Kana...
0xd8eb0,8,カナ…！,,Kana...!
0xd8ebc,8,でも…。,,Pero...
0xd8ec8,8,でもさ、,,"Pero sabes,"
0xd8eec,8,ええっ。,,Eeh.
0xd8ef8,8,…廊下？,,El pasillo?
0xd8f04,8,まあね。,,Mas o menos.
0xd8f10,8,リコ…。,,Riko...
0xd8f1c,8,また…。,,Otra vez...
0xd8f28,8,まあね。,,Mas o menos.
0xd8f40,8,あった！,,Lo encontre!
0xd8f4c,8,実はさ、,,"La verdad,"
0xd8f58,10,おはよっ！,,Buenos dias!
0xd8f64,10,たぶん…。,,Tal vez...
0xd8f70,10,そうなの？,,En serio?
0xd8f7c,10,それは…。,,Eso es...
0xd8f88,10,開かない？,,No se abre?
0xd8f94,10,はっ……。,,Ha......
0xd8fa0,10,そうね…。,,Es cierto...
0xd8fac,10,ひっ……。,,Hii......
0xd8fc4,10,わたしが？,,Yo?
0xd8fd0,10,キツネ！？,,Un zorro!?
0xd8fdc,10,どうだか。,,Quien sabe.
0xd8fe8,10,…うん…。,,...Si...
0xd8ff4,10,そうね…。,,Es cierto...
0xd9000,10,防空壕…。,,"El refugio
antiaereo..."
0xd900c,10,あやまる。,,Me disculpo.
0xd9018,10,どうする？,,Que hacemos?
0xd9024,10,うっ……。,,Uh......
0xd9030,10,そうね…。,,Es cierto...
0xd903c,10,汚い字…。,,Letra fea...
0xd9048,10,地下か…。,,El subterraneo...
0xd9054,10,おはよっ！,,Buenos dias!
0xd906c,10,…うん…。,,...Si...
0xd9078,10,チェンメ？,,Correo en cadena?
0xd9084,10,やってみる,,Voy a intentarlo
0xd9090,10,へいへい。,,"Si, si."
0xd90b4,10,そうなの？,,En serio?
0xd90c0,10,ねえ……。,,Oye......
0xd90cc,10,あるかな？,,Habra?
0xd90d8,10,…だから？,,Y entonces?
0xd90e4,10,そうなの？,,En serio?
0xd90f0,10,あちゃ…。,,Uy...
0xd90fc,10,あるかな？,,Habra?
0xd9114,10,えっ……。,,Eh......
0xd9120,10,ダメだ…。,,No sirve...
0xd912c,10,そうね…。,,Es cierto...
0xd9150,10,やったね！,,Lo logramos!
0xd915c,10,あっ……。,,Ah......
0xd9168,10,地図……。,,El mapa......
0xd9174,10,うん……。,,Si......
0xd9180,10,待って…。,,Espera...
0xd918c,10,着メロ…。,,"El tono de
llamada..."
0xd91a4,10,地図……。,,El mapa......
0xd91b0,10,やめておく,,Mejor no
0xd91bc,10,あ、いや。,,"Ah, no."
0xd91c8,10,…ないよ。,,...No hay.
0xd91d4,10,まだ不安？,,Todavia nerviosa?
0xd91e0,10,そうなの？,,En serio?
0xd91ec,10,ダメだ…。,,No sirve...
0xd91f8,10,そんな…。,,No puede ser...
0xd9204,10,ね、見て。,,"Oye, mira."
0xd9210,10,そうなの？,,En serio?
0xd921c,10,えっ……。,,Eh......
0xd9228,10,わたしが？,,Yo?
0xd9240,10,不発弾よ。,,"Es una bomba
sin detonar."
0xd924c,10,そっか…。,,Ya veo...
0xd9258,10,やめて…。,,Basta...
0xd9264,10,…えっ…。,,...Eh...
0xd9270,10,…やだ…。,,...No quiero...
0xd927c,10,わたしが？,,Yo?
0xd9288,10,ホントに？,,En serio?
0xd9294,10,でもさ…。,,Pero sabes...
0xd92a0,10,あいた…。,,Auch...
0xd92ac,10,よかった。,,Que alivio.
0xd92b8,10,キツネ！？,,Un zorro!?
0xd92c4,10,よかった。,,Que alivio.
0xd92d0,10,オッケー。,,Okey.
0xd92dc,10,…ホント？,,...En serio?
0xd92e8,10,アリサ…？,,Arisa...?
0xd9300,10,おはよー。,,Buenos dias.
0xd930c,10,それは…。,,Eso es...
0xd9318,10,…上の階？,,"...El piso de
arriba?"
0xd9324,10,さあ……。,,Quien sabe......
0xd9330,10,ケータイ！,,El celular!
0xd933c,10,そうだね。,,Es cierto.
0xd9348,10,…ごめん。,,...Perdon.
0xd9354,10,やろうよ。,,Hagamoslo.
0xd9360,10,（カナ…）,,(Kana...)
0xd936c,10,…ないよ。,,...No hay.
0xd9378,10,そんな…。,,No puede ser...
0xd9384,10,せっかく、,,"Con lo que costo,"
0xd9390,10,やったね！,,Lo logramos!
0xd939c,10,ええっ…。,,Eeh...
0xd93a8,10,看護師…。,,La enfermera...
0xd93b4,10,過去の…。,,Del pasado...
0xd93c0,10,そうなの？,,En serio?
0xd93d8,10,ごめん…。,,Perdon...
0xd93e4,10,理科室…。,,El laboratorio...
0xd93f0,10,わたしが？,,Yo?
0xd93fc,10,…資料室。,,"...La sala de
archivos."
0xd9408,10,……倉庫？,,......Una bodega?
0xd9414,10,あ、うん。,,"Ah, si."
0xd9420,10,そうね…。,,Es cierto...
0xd942c,10,やってみる,,Voy a intentarlo
0xd9438,10,地図……。,,El mapa......
0xd9444,10,体重計だ。,,Es una pesa.
0xd9450,10,ええっ…。,,Eeh...
0xd945c,10,足音が…。,,Los pasos...
0xd9468,10,がらん…。,,Un eco vacio...
0xd9474,10,また……。,,Otra vez......
0xd9480,10,不発弾…。,,"Una bomba
sin detonar..."
0xd948c,10,やめておく,,Mejor no
0xd9498,10,はいはい。,,"Si, si."
0xd94a4,10,ミズキ…。,,Mizuki...
0xd94b0,10,やだ……。,,No quiero......
0xd94bc,10,…リコ…。,,...Riko...
0xd94c8,12,あ、ミズキ。,,"Ah, Mizuki."
0xd94d8,12,やめなよ…。,,Basta ya...
0xd94e8,12,…アリサ…？,,...Arisa...?
0xd94f8,12,え、なんで？,,"Eh, por que?"
0xd9508,12,出口って…。,,La salida...
0xd9518,12,でしょうね。,,Seguramente.
0xd9528,12,ね、これ…。,,"Oye, esto..."
0xd9538,12,……たぶん。,,......Tal vez.
0xd9548,12,…キツネ…？,,...Un zorro...?
0xd9558,12,そうかもね。,,Puede ser.
0xd9568,12,いやああ…。,,Noooo...
0xd9578,12,２時ぐらい？,,Como a las 2?
0xd9588,12,コトダマ…。,,Kotodama...
0xd9598,12,風の抜け道？,,"Un paso de
aire?"
0xd95a8,12,どうしたの？,,Que te pasa?
0xd95b8,12,とおりゃんせ,,Toryanse
0xd95c8,12,…ミズキ…。,,...Mizuki...
0xd95d8,12,あったぁ…！,,Lo encontre...!
0xd95e8,12,どうしたの？,,Que te pasa?
0xd95f8,12,さてと……。,,Bueno......
0xd9608,12,…声？誰の？,,"...Una voz?
De quien?"
0xd9618,12,大丈夫だよ。,,Esta bien.
0xd9628,12,どうしたの？,,Que te pasa?
0xd9638,12,どうしたの？,,Que te pasa?
0xd9648,12,そうかなあ？,,Sera eso?
0xd9658,12,ね、ミズキ。,,"Oye, Mizuki."
0xd9668,12,どうしたの？,,Que te pasa?
0xd9678,12,…神隠し…。,,"...Desaparicion
misteriosa..."
0xd9688,12,…まあね…。,,...Mas o menos...
0xd9698,12,よかった…。,,Que alivio...
0xd96a8,12,どうしたの？,,Que te pasa?
0xd96b8,12,なるほどね。,,Ya veo.
0xd96c8,12,あ……うん。,,Ah......si.
0xd96d8,12,え？トイレ？,,Eh? El baño?
0xd96e8,12,たぶん…ね。,,Tal vez...
0xd96f8,12,どうしたの？,,Que te pasa?
0xd9708,12,…足音が…。,,...Los pasos...
0xd9718,12,メグミじゃ…,,No sera Megumi...
0xd9728,12,……ごめん。,,......Perdon.
0xd9738,12,キツネが…。,,Un zorro...
0xd9748,12,……下の階？,,"......El piso de
abajo?"
0xd9758,12,乗ってみる？,,Nos subimos?
0xd9768,12,どんな雑誌？,,"Que tipo de
revista?"
0xd9788,12,……ごめん。,,......Perdon.
0xd9798,12,大丈夫だよ。,,Esta bien.
0xd97a8,12,…ふぅ……。,,...Fiu......
0xd97b8,12,…まさか…。,,...No puede ser...
0xd97c8,12,当然でしょ。,,Obvio que si.
0xd97d8,12,あ、ミズキ。,,"Ah, Mizuki."
0xd97e8,12,キツネが…。,,Un zorro...
0xd97f8,12,どうしたの？,,Que te pasa?
0xd9808,12,に、逃げよ！,,H-huyamos!
0xd9818,12,ううっ……。,,Uhh......
0xd9828,12,どうしたの？,,Que te pasa?
0xd9838,12,ホントだ…。,,Es verdad...
0xd9848,12,…留守電…。,,...El contestador...
0xd9858,12,ね、お願い！,,"Oye, por favor!"
0xd9868,12,壊れてる…？,,Esta roto...?
0xd9878,12,よかった…。,,Que alivio...
0xd9888,12,戦前かな…。,,"Sera de antes
de la guerra..."
0xd9898,12,え……なに？,,Eh......que?
0xd98a8,12,別の空間…。,,"Un espacio
distinto..."
0xd98b8,12,ね、お願い。,,"Oye, por favor."
0xd98c8,12,どうしたの？,,Que te pasa?
0xd98d8,12,…うそ……。,,...No puede ser......
0xd98e8,12,どうしたの？,,Que te pasa?
0xd98f8,12,“ホント？”,,En serio?
0xd9908,12,………動物？,,..........Un animal?
0xd9918,12,…消えた…？,,...Desaparecio...?
0xd9928,12,やめてよ…。,,Basta ya...
0xd9938,12,…カナのだ。,,...Es de Kana.
0xd9948,12,なに…今の。,,Que fue eso...
0xd9958,12,…ミズキ…。,,...Mizuki...
0xd9968,12,キツネが…。,,Un zorro...
0xd9978,12,…はいはい。,,"...Si, si."
0xd9988,12,この鳴き声…,,Este sonido...
0xd9998,12,誰よ、それ。,,Quien es esa.
0xd99a8,12,どうしたの？,,Que te pasa?
0xd99b8,12,ごめん……。,,Perdon......
0xd99c8,12,ね…あれ…。,,Oye...eso...
0xd99d8,12,ケータイで？,,En el celular?
0xd99e8,12,くわしいね。,,Sabes bastante.
0xd99f8,12,あ、リコっ。,,"Ah, Riko."
0xd9a08,12,どうしたの？,,Que te pasa?
0xd9a18,12,どうしたの？,,Que te pasa?
0xd9a28,12,なんで紫色？,,Por que morado?
0xd9a38,12,キツネが…。,,Un zorro...
0xd9a48,12,そのまま帰る,,Volver asi sin mas
0xd9a58,12,早くやろうよ,,"Hagamoslo
rapido"
0xd9a68,12,やめた方が…,,Mejor no...
0xd9a78,12,水道管かな？,,Sera la cañeria?
0xd9a88,12,ありがとう。,,Gracias.
0xd9a98,12,神隠し……。,,"Desaparicion
misteriosa......"
0xd9aa8,12,意外だね…。,,Que sorpresa...
0xd9ab8,12,かごめかごめ,,Kagome Kagome
0xd9ac8,12,……ここは？,,......Y aqui?
0xd9ad8,14,そうとしか…。,,"No puede ser
otra cosa..."
0xd9ae8,14,うん、ごめん。,,"Si, perdon."
0xd9af8,14,あとはカナ…。,,Falta Kana...
0xd9b08,14,…開かない…。,,...No se abre...
0xd9b18,14,どういうこと？,,Que quieres decir?
0xd9b28,14,そういえば…。,,"Ahora que lo
pienso..."
0xd9b38,14,メグミじゃ…。,,No sera Megumi...
0xd9b48,14,間違いないよ。,,No hay duda.
0xd9b58,14,近くって……？,,"Cerca, dices......?"
0xd9b68,14,わかんない…。,,No se...
0xd9b78,14,わかった……。,,Entendido......
0xd9b98,14,なにこれ……。,,Que es esto......
0xd9ba8,14,そうみたい…。,,Parece que si...
0xd9bb8,14,…あ、はい…。,,"...Ah, si..."
0xd9bc8,14,ね、ミズキ…。,,"Oye, Mizuki..."
0xd9bd8,14,うう…ん……。,,Mmm......
0xd9be8,14,じゃ、１回だけ,,"Bueno, solo
una vez"
0xd9bf8,14,どういうこと？,,Que quieres decir?
0xd9c08,14,カナの携帯は？,,"Y el celular
de Kana?"
0xd9c18,14,…ね、ミズキ。,,"...Oye, Mizuki."
0xd9c28,14,えっ…なに…！,,Eh...que...!
0xd9c38,14,調べてみよう。,,Investiguemos.
0xd9c48,14,すごいじゃん！,,Que increible!
0xd9c58,14,もう一度……。,,Una vez mas......
0xd9c68,14,じゃ、本物…？,,"Entonces, es
real...?"
0xd9c78,14,リコ、録音して,,"Riko, graba"
0xd9c88,14,はっ……カナ！,,Ha......Kana!
0xd9c98,14,はっ……カナ！,,Ha......Kana!
0xd9ca8,14,そうかなあ…。,,Sera eso...
0xd9cb8,14,“そうなの？”,,En serio?
0xd9cc8,14,廊下に何が…？,,"Que hay en el
pasillo...?"
0xd9cd8,14,え、いいけど。,,"Eh, esta bien."
0xd9ce8,14,そうだけどさ。,,"Es cierto,
pero..."
0xd9cf8,14,万事休すか…。,,Sera el fin...
0xd9d08,14,はっ…レイカ！,,Ah...Reika!
0xd9d18,14,もう少し考えて,,"Piensa un poco
mas"
0xd9d28,14,かもしれない。,,Puede que si.
0xd9d38,14,どういうこと？,,Que quieres decir?
0xd9d48,14,…ね、地下は？,,"...Oye, y el
subterraneo?"
0xd9d58,14,えっ…なに…！,,Eh...que...!
0xd9d68,14,倉庫からだよ。,,"Viene de la
bodega."
0xd9d78,14,これ、配電盤？,,"Esto es el
tablero electrico?"
0xd9d88,14,新校舎の屋上！,,"La azotea del
edificio nuevo!"
0xd9d98,14,方法はないの？,,"No hay alguna
forma?"
0xd9da8,14,防空壕…かな。,,"Sera el refugio
antiaereo..."
0xd9db8,14,ちょっと待って,,Espera un poco
0xd9dc8,14,…苦しいよ…。,,"...Me cuesta
respirar..."
0xd9de8,14,…そうなの…？,,...En serio...?
0xd9df8,14,旧校舎の地下！,,"El subterraneo
del edificio viejo!"
0xd9e08,14,いつのまに…。,,Desde cuando...
0xd9e18,14,１階ってこと？,,"Te refieres al
primer piso?"
0xd9e28,14,……やめとく。,,......Mejor no.
0xd9e38,14,私は行かない！,,Yo no voy!
0xd9e48,14,そうなんだ…。,,Ya veo...
0xd9e58,14,……やっぱり。,,......Lo sabia.
0xd9e68,14,…どうしたの？,,...Que te pasa?
0xd9e78,14,ね、これ見て。,,"Oye, mira esto."
0xd9e88,14,鏡を持ってる？,,Tienes un espejo?
0xd9e98,14,水…？…下水？,,"Agua...?
...Alcantarilla?"
0xd9ea8,14,もう帰ろうよ。,,Volvamos ya.
0xd9eb8,14,ここの鏡も…。,,"El espejo de
aqui tambien..."
0xd9ec8,14,えっ、ここで？,,"Eh, aqui?"
0xd9ed8,14,はっ……カナ！,,Ha......Kana!
0xd9ee8,14,…ね、地下は？,,"...Oye, y el
subterraneo?"
0xd9ef8,14,あ、ホントだ。,,"Ah, es verdad."
0xd9f08,14,そうだよね…。,,Es cierto...
0xd9f18,14,やっぱりカナ…,,"Al final, Kana..."
0xd9f28,14,あちこち……。,,"Por todos
lados......"
0xd9f38,14,えっ…なに…！,,Eh...que...!
0xd9f48,14,がんばろうよ。,,"Sigamos
intentando."
0xd9f58,14,待ってミズキ。,,"Espera, Mizuki."
0xd9f78,14,じゃ、本物…？,,"Entonces, es
real...?"
0xd9f88,14,いいじゃない。,,No esta mal.
0xd9f98,14,ここ…屋上…？,,"Esto...la
azotea...?"
0xd9fa8,14,気にしないで。,,No te preocupes.
0xd9fb8,14,…開かない…。,,...No se abre...
0xd9fc8,14,声がする…誰？,,"Se oye una voz...
Quien es?"
0xd9fd8,14,…ね、地下は？,,"...Oye, y el
subterraneo?"
0xd9fe8,14,大丈夫だって。,,"Te digo que
esta bien."
0xd9ff8,14,どういうこと？,,Que quieres decir?
0xda008,14,……旧校舎…。,,"......El edificio
viejo..."
0xda018,14,あると思うの。,,Creo que hay.
0xda028,14,はくせい……？,,"Un animal
disecado......?"
0xda038,14,戦前のもの…。,,"Algo de antes
de la guerra..."
0xda048,14,音楽室から…？,,"Desde la sala
de musica...?"
0xda058,14,わからない…。,,No se...
0xda068,14,鏡が紫色に…。,,"El espejo se puso
morado..."
0xda078,14,そうします…。,,Asi lo hare...
0xda088,14,ここの鏡も…。,,"El espejo de
aqui tambien..."
0xda098,14,ここの鏡も…。,,"El espejo de
aqui tambien..."
0xda0a8,14,いいじゃない。,,No esta mal.
0xda0b8,14,えっ…なに…！,,Eh...que...!
0xda0c8,14,そうこなきゃ。,,Asi se hace.
0xda0d8,14,そうなんだ…。,,Ya veo...
0xda0e8,14,…コイン…だ。,,...Es la moneda.
0xda0f8,14,…失礼なヤツ…,,"...Que tipo mas
grosero..."
0xda108,14,じゃ、本物…？,,"Entonces, es
real...?"
0xda118,14,えっ、なにを？,,"Eh, que cosa?"
0xda128,14,じゃ、本物…？,,"Entonces, es
real...?"
0xda138,14,また着メロだ！,,"Otra vez el tono
de llamada!"
0xda148,14,すいません…。,,Disculpen...
0xda158,14,はっ……カナ！,,Ha......Kana!
0xda168,14,これは仮の姿。,,"Esta es una
forma temporal."
0xda178,16,…聞こえたよね？,,"...Lo escuchaste,
no?"
0xda18c,16,リコ、録音して。,,"Riko, graba."
0xda1a0,16,カンベンして…。,,"Ya dejame en
paz..."
0xda1b4,16,しっかりしてよ。,,Ponte las pilas.
0xda1c8,16,…あの鳴き声…。,,...Ese sonido...
0xda1dc,16,あ、そっか……。,,"Ah, ya veo......"
0xda1f0,16,やっぱりカナ…。,,"Al final, Kana..."
0xda204,16,そうだったんだ。,,Asi que era eso.
0xda218,16,もう帰ろうよ…。,,Volvamos ya...
0xda22c,16,ひょっとして…。,,Sera que...?
0xda240,16,…旧校舎…か…。,,"...El edificio
viejo..."
0xda254,16,……わかった…。,,......Entendido...
0xda268,16,……無いみたい。,,"......Parece que
no hay."
0xda27c,16,（掲示板……か）,,"(El pizarron......
eh)"
0xda290,16,あったでしょ…。,,"Si habia, no?"
0xda2a4,16,こんな時間に…。,,A esta hora...
0xda2b8,16,…音楽室のまま。,,"...Sigue siendo
la sala de musica."
0xda2cc,16,何が違うわけ？？,,"En que se
diferencia??"
0xda2e0,16,なる早できてよ！,,"Ven lo antes
posible!"
0xda2f4,16,この写真、見て。,,Mira esta foto.
0xda308,16,…その…実は…。,,"...Este...la
verdad..."
0xda31c,16,うーん……あっ。,,Mmm......Ah.
0xda330,16,えっ、どうして？,,"Eh, por que?"
0xda344,16,タチが悪いのよ。,,Es de mal gusto.
0xda358,16,知らなかった…。,,No lo sabia...
0xda36c,16,どういうこと…？,,"Que quieres
decir...?"
0xda380,16,（……旧校舎…）,,"(......El edificio
viejo...)"
0xda3a8,16,あはは、ごめん。,,"Jaja, perdon."
0xda3bc,16,えーっ、なんで？,,"Eeh, por que?"
0xda3d0,16,３階の……どこ？,,"El tercer piso......
Donde?"
0xda3e4,16,…帰ろっかな…。,,"...Mejor me
voy..."
0xda3f8,16,リコ、どうする？,,"Riko, que hacemos?"
0xda40c,16,その時は………。,,En ese caso.......
0xda420,16,それにしても…。,,Aun asi...
0xda434,16,ウワサだし……。,,"Es solo un
rumor......"
0xda448,16,そうだったんだ。,,Asi que era eso.
0xda45c,16,えっ？１人で…？,,Eh? Sola...?
0xda470,16,リコはどう思う？,,Que piensa Riko?
0xda484,16,どういうこと…？,,"Que quieres
decir...?"
0xda498,16,…霊感…ねえ…。,,"...Sexto
sentido...eh..."
0xda4ac,16,それじゃないよ。,,No es eso.
0xda4c0,16,ちょっと待って。,,Espera un poco.
0xda4d4,16,「とおりゃんせ」,,Toryanse
0xda4e8,16,その時は………。,,En ese caso.......
0xda4fc,16,待ってるからね！,,"Te voy a estar
esperando!"
0xda510,16,聞いて、聞いて！,,"Escucha, escucha!"
0xda524,16,うーん、Ｂで！！,,"Mmm, con la B!!"
0xda538,16,タチが悪いのよ。,,Es de mal gusto.
0xda54c,16,１つだけだけど。,,"Solo una, eso si."
0xda560,16,「かごめかごめ」,,Kagome Kagome
0xda574,16,そう…だけど…。,,Si...pero...
0xda588,16,見て、校舎が…。,,"Mira, el
edificio..."
0xda59c,16,幽霊じゃないの？,,"No sera un
fantasma?"
0xda5b0,16,先生を信頼して。,,"Confien en la
profesora."
0xda5c4,16,…どういうこと？,,...Que quieres decir?
0xda5d8,16,すごいホコリ…。,,Que polvo...
0xda5ec,16,……なに、今の？,,......Que fue eso?
0xda600,16,タチが悪いのよ。,,Es de mal gusto.
0xda614,16,えっ？なにそれ。,,Eh? Que es eso.
0xda628,16,私はしなかった。,,Yo no lo hice.
0xda63c,16,鍵がかかってる。,,Esta con llave.
0xda650,16,“どうしたの？”,,Que te pasa?
0xda664,16,上からじゃない？,,"No sera de
arriba?"
0xda678,16,タチが悪いのよ。,,Es de mal gusto.
0xda68c,16,ちょっと不安が…,,"Tengo un poco
de miedo..."
0xda6a0,16,“あたしもだよ”,,Yo tambien
0xda6c8,16,なんで、ここに。,,"Por que, aqui."
0xda6dc,16,しっかりしてよ。,,Ponte las pilas.
0xda6f0,16,旧校舎を見てみる,,"Voy a revisar el
edificio viejo"
0xda704,16,チェーンメール？,,Correo en cadena?
0xda718,16,１つだけだけど。,,"Solo una, eso si."
0xda72c,16,“倉庫からだよ”,,"Viene de la
bodega"
0xda740,16,…失礼なヤツ…。,,"...Que tipo mas
grosero..."
0xda754,16,まだ、鳴るんだ。,,Todavia suena.
0xda768,16,でも、さっき…。,,"Pero, hace un
rato..."
0xda77c,16,この旧校舎が…。,,"Este edificio
viejo..."
0xda790,16,割れそうだよ…。,,"Parece que se
va a romper..."
0xda7a4,16,動物、苦手なの？,,"Le tienes miedo
a los animales?"
0xda7b8,16,わたしにまかせて,,Dejamelo a mi
0xda7cc,16,アリサ！アリサ！,,Arisa! Arisa!
0xda7e0,16,どうする？入る？,,"Que hacemos?
Entramos?"
0xda7f4,16,携帯の…着メロ？,,"El tono de
llamada del
celular?"
0xda808,18,防空壕はこの奥…。,,"El refugio
antiaereo esta
mas alla..."
0xda81c,18,たしかめないと…。,,"Hay que
confirmarlo..."
0xda830,18,やってみたいけど…,,"Quiero
intentarlo, pero..."
0xda844,18,じゃあ、カナが…。,,"Entonces, Kana..."
0xda858,18,……落ち着かない…,,"......No me
puedo calmar..."
0xda86c,18,ホントだったんだ。,,Era verdad.
0xda880,18,どこで鳴いてるの？,,"Donde esta
sonando?"
0xda894,18,なにこれ……ゴミ？,,"Que es
esto......basura?"
0xda8a8,18,たぶんだけど……。,,"Tal vez, pero......"
0xda8bc,18,もう死んでるよ…。,,Ya esta muerto...
0xda8d0,18,あたし…もう限界。,,"Yo...ya no doy
mas."
0xda8e4,18,なんで…わかるの。,,Como...lo sabes.
0xda8f8,18,はあ……はあ……。,,Jah......jah......
0xda90c,18,あ、ユカリ先生…。,,"Ah, profesora
Yukari..."
0xda920,18,…もう…限界だよ。,,"...Ya no doy
mas."
0xda934,18,えっ、キツネが…？,,"Eh, un zorro...?"
0xda948,18,えっ、そうだっけ？,,"Eh, era asi?"
0xda95c,18,ユウタ、何かない？,,"Yuuta, no tienes
algo?"
0xda970,18,えっ、なんだっけ？,,"Eh, que era?"
0xda984,18,そうこなくっちゃ！,,Asi se habla!
0xda998,18,ユウタ、何かない？,,"Yuuta, no tienes
algo?"
0xda9ac,18,ムラサキババア…？,,"La vieja
morada...?"
0xda9c0,18,なに…この胸騒ぎ…,,"Que es...esta
inquietud..."
0xda9d4,18,ムラサキカガミ…？,,"El espejo
morado...?"
0xda9e8,18,かもしれないわね。,,Puede ser.
0xda9fc,18,……ダメみたい…。,,"......Parece que
no sirve..."
0xdaa10,18,１通ずつって事…？,,"Te refieres a
uno por uno...?"
0xdaa24,18,…そう、じゃあね。,,"...Bueno, nos
vemos."
0xdaa38,18,わかんないって…。,,Te digo que no se...
0xdaa4c,18,…………そうだね。,,..........Es cierto.
0xdaa60,18,うっ…空気悪っ…。,,"Uh...que aire
malo..."
0xdaa74,18,バッカじゃないの。,,Que tonta eres.
0xdaa88,18,廊下の奥ってこと？,,"Te refieres al
fondo del pasillo?"
0xdaa9c,18,鏡よ、鏡を使うの。,,"El espejo, hay
que usar el
espejo."
0xdaab0,18,…うん…わかった。,,...Si...entendido.
0xdaac4,18,え……なにそれ…。,,"Eh......que es
eso..."
0xdaad8,18,これ、旧校舎だ…。,,"Esto es el
edificio viejo..."
0xdaaec,18,開かないんでしょ？,,"No se abre, no?"
0xdab00,18,そうだよ、行こっ！,,"Asi es, vamos!"
0xdab14,18,あんたらしいって。,,"Eso es muy
tipico de ti."
0xdab28,18,…そんな気がする。,,"...Tengo esa
sensacion."
0xdab3c,18,（…カミカクシ…）,,"(...Desaparicion
misteriosa...)"
0xdab50,18,…先生…なんで…。,,"...Profesora...
por que..."
0xdab64,18,何回もかけてる訳？,,"Estas llamando
varias veces?"
