offset_hex,largo_bytes,texto_original,revisado,traduccion
0xe0890,43,"先生、そのアドレス、教えて
もらえませんか。",,"Teacher, could you give
me that address?"
0xe08bc,43,"カナの鳴き声は、地下からじゃ
ないんでしょ？",,"Kana's cry wasn't
coming from the
basement, was it?"
0xe08e8,43,"カナの鳴き声は、地下からじゃ
ないんでしょ？",,"Kana's cry wasn't
coming from the
basement, was it?"
0xe0914,43,"（わたしたちにできるのは、ここ
　までです）",,"(This is as far as we can
help)"
0xe0940,43,"オッケー。じゃあ、そっちの方へ
行ってみよ！",,"Okay. Then, let's head
that way!"
0xe096c,43,"あたしもなんだ。
“屋上に来い”ってメール。",,"Me too. An email saying
""come to the rooftop."""
0xe0998,43,"あたしは、２年１組のカガミリコ。
よろしく。",,"I'm Kagami Riko, second
year, class one. Nice to
meet you."
0xe09c4,43,"カナの鳴き声は、地下からじゃ
ないんでしょ？",,"Kana's cry wasn't
coming from the
basement, was it?"
0xe09f0,43,"あたしたちに探させようと
してるんじゃない？",,"Isn't it trying to get us
to look for it?"
0xe0a1c,43,"げほっ…マスクでも持ってくれば
よかった…。",,"*cough cough*...I
should've brought a
mask..."
0xe0a48,43,"ピアノに蓄音機、やっぱり音楽室
だったんだ。",,"A piano and a
phonograph, so it really
was the music room."
0xe0a74,43,"たぶん死んでる人もいっぱい
いるんじゃない。",,"There are probably a lot
of dead here too."
0xe0aa0,43,"実は、マサキとユウタはあたしの
小学校時代の",,"Actually, Masaki and
Yuuta are from my
elementary school days,"
0xe0acc,43,"親が占い師らしくて、いろいろ
詳しいみたい。",,"They say her mother's a
fortune-teller, and
knows a lot about this
stuff."
0xe0af8,43,"彼女がナナシじゃないかって
ウワサもあるの。",,"There's also a rumor
that she's Nanashi."
0xe0b24,43,"私はコックリさんをやめる方法を
教えたけど、",,"I taught them how to end
Kokkuri-san, but,"
0xe0b50,43,"そういえば…、旧校舎が
死体収容所だったって",,"Now that I think about
it...they say the old
building used to be a
morgue,"
0xe0b7c,43,"なにかあるかもしれないから、
行ってみよう。",,"There might be
something there, let's
go check."
0xe0ba8,43,"そうだ…だから旧校舎でコックリ
さんをすると",,"That's right...that's
why if you do
Kokkuri-san in the old
building,"
0xe0bd4,43,"ウシミツドキだから、
そう思えるんじゃない？",,"Isn't that just because
it's the witching hour?"
0xe0c00,43,"ケータイまで見つけたんだから、
あと一歩よ。",,"We already found the
phone, we're almost
there."
0xe0c2c,43,"…わたし、たまに…誰かに見られ
てるような、",,"Sometimes I feel like
someone's watching me,"
0xe0c58,43,"わかんない…でも今は、それを強く
感じるの。",,"I don't know...but
right now I feel it really
strongly."
0xe0c84,43,"こんな重要なことを見落として
いたなんて…。",,"I can't believe we
overlooked something so
important..."
0xe0cb0,43,"なんか気味が悪い…早くここから
出ないと…。",,"This is so strange...we
need to get out of here
fast..."
0xe0cdc,43,"（あと…行きそうなのは…
　ここしかない…）",,"(This is the only place
left to check...)"
0xe0d08,43,"それが壊されずに一部が
残ったままだって…。",,"They say part of it was
left without being
destroyed..."
0xe0d34,43,"そうだ…だから旧校舎でコックリ
さんをすると",,"That's right...that's
why if you do
Kokkuri-san in the old
building,"
0xe0d60,43,"（今見えたのは…。
　それにあの２人の声…）",,"(What I just saw...and
those two voices...)"
0xe0d8c,43,"（まさか、境界線を越えて
　しまっている？）",,"(Could we have already
crossed the boundary?)"
0xe0db8,43,"（寄り道はしていられない。
　早く鏡を……）",,"(There's no time for
detours. Quick, the
mirror...)"
0xe0de4,43,"（今の…カナ…何かを伝えたかった
　の…？）",,"(That...Kana...was
she trying to tell me
something...?)"
0xe0e10,43,"（気がつくと私は、
　ミズキ、リコと一緒に）",,"(When I came to, I was
with Mizuki and Riko)"
0xe0e3c,43,"ちょっと、うまくいきすぎじゃ
ないかって…。",,"Don't you think this is
going a little too well..."
0xe0e68,43,"うわっ……毛なみまで超リアル…
…キモすぎ。",,"Ugh...even the fur
looks super real...how
gross."
0xe0e94,45,"となると…さっき着メロが聞こえた
…カナが…？",,"So...that ringtone from
just now...was that
Kana...?"
0xe0ec4,45,"声の大きさから考えると、
この階だと思う……。",,"Judging by how loud it
was, I think it's this
floor..."
0xe0ef4,45,"（カナ……、席が前だったことも
　あるけど、）",,"(Kana...though it's
also because her seat
was in front,)"
0xe0f24,45,"（わたしの選択が間違っていた
　のでしょうか）",,"(Could my choice have
been wrong?)"
0xe0f54,45,"強ければ、声や足音が聞き取れる
場合があるの。",,"If it's strong, you can
sometimes hear voices
and footsteps."
0xe0f84,45,"ナゾを解かないと…生きて
帰れないってこと…？",,"If we don't solve the
riddle...we won't be
able to make it back
alive...?"
0xe0fb4,45,"そのために、ここに呼ばれたんじゃ
ないかって。",,"Maybe that's why we
were called here."
0xe0fe4,45,"だから協力して。２人でなら、
なんとかなるよ。",,"That's why help me.
Together the two of us
can handle this."
0xe1014,45,"服もボロボロで、さっき病院に
運ばれたみたい。",,"Her clothes were in
tatters, and she was
taken to the hospital."
0xe1044,45,"でも、もっとやばいのがね、
アリサが昨日の夜、",,"But the worst part is that
Arisa, last night,"
0xe1074,45,"わたしたち…いったい…
どこに迷い込んだの…。",,"Us...just what kind of
place...have we ended
up in..."
0xe10a4,45,"ナゾを解かないと…生きて
帰れないってこと…？",,"If we don't solve the
riddle...we won't be
able to make it back
alive...?"
0xe10d4,45,"それで呪いを解くために、メールを
転送した…？",,"So then, did you forward
the email to break the
curse...?"
0xe1104,45,"そのために、ここに呼ばれたんじゃ
ないかって。",,"Maybe that's why we
were called here."
0xe1134,45,"でもさ、この２つのチェンメから
推理すると…。",,"But well, if we think it
through with these two
chain emails..."
0xe1164,45,"今、先生たちが旧校舎の中を調べ
てるみたい…。",,"It seems the teachers are
searching the old
building right now..."
0xe1194,45,"そうだ、リコ。
さっきなんか言わなかったっけ？",,"That's right, Riko.
Didn't you say
something a while ago?"
0xe11c4,45,"片や水泳部のエース、片やナナシ
疑惑のオタク。",,"On one side the swim
team star, on the other
the suspicious otaku."
0xe11f4,45,"気になるなら専用のゴミ箱アドレス
もあるから。",,"If it worries you, there's
a trash address for that."
0xe1224,45,"よく見ると黒板も五線譜つきで
それっぽいね…。",,"If you look closely, the
blackboard has music
staffs, it fits..."
0xe1254,45,"不安なら『チェーンメールの墓場』
を使ったら？",,"If it worries you, use the
""chain email
graveyard."""
0xe1284,45,"じゃあ…先生…、もしも…悪い
チェーンメールが",,"So...teacher...if a bad
chain email"
0xe12b4,45,"おかしいなあ、背後霊でも撮れる
と思ったのに。",,"That's strange, I
thought a spirit would
show up behind me."
0xe12e4,45,"花壇がもうちょっとまん中だと
もっといいのに。",,"It'd be better if the
garden were more
centered."
0xe1314,45,"なんだろう…この写真と同じ点が
あるような…。",,"What could it be...I feel
like it has something in
common with this
photo..."
0xe1344,45,"ね、２組の生徒、まだ見つかって
ないんでしょ？",,"Hey, that student from
class 2 still hasn't
turned up, right?"
0xe1374,45,"あ、水の音って、コレから
聞こえたんじゃない？",,"Ah, couldn't the water
sound be coming from
this?"
0xe13a4,45,"失踪の手がかりがこの屋上の
どこかにあって…。",,"There must be some clue
about the disappearance
on this rooftop..."
0xe13d4,45,"知ってるもなにも、小学校の
クラスメイトだし。",,"Of course I know him, he
was my classmate in
elementary school."
0xe1404,45,"こうやってみると、ほとんど病院か
収容所だね。",,"Looking at it like this,
it's almost like a hospital
or an asylum."
0xe1434,45,"へえ、昔の看護師って、こんな服
だったんだ…。",,"Wow, so that's what
nurses' uniforms used
to look like..."
0xe1464,45,"…ホントに、コックリさんで居場所
がわかるの？",,"...Can Kokkuri-san
really tell us where they
are?"
0xe1494,45,"（これはフェレット？
　……イタチかしら…？）",,"(Is this a ferret? ...Or
maybe a weasel...?)"
0xe14c4,45,"ねえ、あんた、２組のメグミと
知り合いでしょ？",,"Hey, you know Megumi,
from class 2, right?"
0xe14f4,45,"そのメグミが最後にケータイから
電話したのが、",,"The last call Megumi
made from her phone,"
0xe1524,45,"あ、神隠しっていえばさ、
ナナシのチェンメに、",,"Ah, speaking of
kamikakushi, in
Nanashi's chain email,"
0xe1554,45,"『旧校舎は戦争の死体収容所。
成仏されない霊が",,"""The old building was a
wartime morgue.
Restless spirits"
0xe1584,45,"レイカの言う、霊が活発になる
ウシミツドキに、",,"During the witching hour
Reika mentioned, when
spirits become active,"
0xe15b4,45,"じゃあ…先生…、もしも…悪い
チェーンメールが",,"So...teacher...if a bad
chain email"
0xe15e4,45,"そうなんだけど…すごくイヤな
予感がするの…。",,"That's true, but...I
have a really bad
feeling..."
0xe1614,45,"ふん、あんなウラギリモノ、
いつか呪ってやる。",,"Hmph, that traitor,
someday I'll curse her."
0xe1644,45,"また肝試しの生徒が来ないか
見張っていたんだ。",,"I was keeping watch in
case more students came
to test their courage."
0xe1674,45,"悪い霊じゃなきゃいいんじゃない？
見られても。",,"If it's not an evil spirit,
it doesn't matter if it
sees us, right?"
0xe16a4,45,"友達の手がかりがつかめるかも
知れないでしょ？",,"We might find a clue
about our friend, right?"
0xe16d4,45,"（あの時、倉庫にいた
　焼けただれた無数の霊）",,"(Those burned spirits
that were in the storage
room)"
0xe1704,45,"（あの時、倉庫にいた
　焼けただれた無数の霊）",,"(Those burned spirits
that were in the storage
room)"
0xe1734,45,"（この机、ずいぶんホコリが
　積もってる……）",,"(There's a lot of dust
piled up on this
desk...)"
0xe1764,45,"（何も聞こえなくなった…どういう
　こと…？）",,"(I can't hear anything
anymore...what does
this mean...?)"
0xe1794,45,"そっちからじゃ、３階には行けな
かったでしょ。",,"You couldn't get to the
third floor that way,
could you?"
0xe17c4,45,"置き台の収納スペースに…
キツネのミイラが…。",,"In the storage space
under the stand...a fox
mummy..."
0xe17f4,45,"（たぶんどこかで方法を
　間違えたのでしょう）",,"(I'm sure I made a
mistake in the method
somewhere)"
0xe1824,45,"（この２人が無事に帰って
　こられたのだから）",,"(Since these two
managed to make it back
safely)"
0xe1854,45,"ラベルによれば…１９３４年…
７月１９日……。",,"According to the
tag...year 1934...July
19th..."
0xe1884,47,"救う方法は、空間の出口を見つけて
導くしかない。",,"The only way to save her
is to find the exit and
guide her out."
0xe18b4,47,"ごめん、それにわたし、アリサの声
知らないし…。",,"Sorry, and besides, I
don't know what Arisa's
voice sounds like..."
0xe18e4,47,"降霊の儀式の呪文がわらべ歌に
転じた説もあるの。",,"There's a theory that a
summoning chant turned
into a children's song."
0xe1914,47,"錯乱してメモ機能を
作動させちゃったってこと…？",,"Could it be that in her
confusion she activated
the notes function...?"
0xe1944,47,"でも、もしも、わたしたちが
“選ばれた”のなら、",,"But, if we were the ones
""chosen"","
0xe1974,47,"昨日の夜から、カナとメグミ、
連絡が取れないの。",,"We haven't been able to
reach Kana and Megumi
since last night."
0xe19a4,47,"あー、あれね、送り主が＜ナナシ＞
とかっていう。",,"Ah, that one, the one
where the sender was
Nanashi."
0xe19d4,47,"２人で協力してナゾに立ち向かって
いかないと…。",,"We need to help each
other to face this
riddle..."
0xe1a04,47,"昔はこの辺りにも、タヌキとか
キツネとかヘビが、",,"There used to be tanuki,
foxes, and snakes
around here,"
0xe1a34,47,"たしか…ナナシのチェンメにも
あった気がする…。",,"I think...that was also
in Nanashi's chain
email..."
0xe1a64,47,"やっぱ送り主の＜ナナシ＞を問い
つめるしかない。",,"There's nothing left to
do but confront the
sender, Nanashi."
0xe1a94,47,"そんな時間に旧校舎に入って
コックリさんって…。",,"Going into the old
building at that hour to
do Kokkuri-san..."
0xe1ac4,47,"ホントにやってたら…スゴイという
よりムボウね。",,"If they really did
that...that's less brave
than just plain reckless."
0xe1af4,47,"霊感の強い友達がいて、アドバイス
してくれたの。",,"I have a friend with a
strong sixth sense who
gave me advice."
0xe1b24,47,"いずれにしても、広がる噂には
言霊のような力が、",,"Anyway, rumors have a
power like a spoken
spell,"
0xe1b54,47,"みんなが信じることで、単なる
ウワサが強い力を、",,"When everyone believes
it, a simple rumor gains
a lot of power,"
0xe1b84,47,"ナナシから直接メールを
もらうのは、霊感が強い、",,"Getting a direct email
from Nanashi is a sign
you have a strong sixth
sense,"
0xe1bb4,47,"それを見つけないと、これからも
悲劇は起きる…。",,"If we don't find it,
tragedies will keep
happening..."
0xe1be4,47,"でも…、失踪の手がかりって、
どこを探したら…。",,"But...where are we
even supposed to look
for clues about the
disappearance..."
0xe1c14,47,"さあ……、なんなら、コックリさん
でもしてみる？",,"Well...how about we try
Kokkuri-san?"
0xe1c44,47,"その手前の人たち…、倒れてる人が
いっぱいだね。",,"The people in
front...there are a lot
of them lying on the
ground."
0xe1c74,47,"降霊の儀式の呪文がわらべ歌に
転じた説もあるの。",,"There's a theory that a
summoning chant turned
into a children's song."
0xe1ca4,47,"その時も何も起きなかったから、
今回も大丈夫よ。",,"Nothing happened that
time either, so it'll be
fine this time too."
0xe1cd4,47,"ちぇっ、あたし、霊感強いと思った
んだけどなあ。",,"Tsk, and here I thought
I had a strong sixth
sense."
0xe1d04,47,"どこ行く気っ！？
地下に戻っても意味ないでしょ！",,"Where are you going!?
There's no point going
back to the basement!"
0xe1d34,47,"この部屋はアヤシイからよく
調べなきゃダメだよ。",,"This room is suspicious,
we need to search it
thoroughly."
0xe1d64,47,"レイカだって、ダイジョーブって
言ってたでしょ。",,"Even Reika said it would
be fine, right?"
0xe1d94,47,"資料室で見落としはない？
もっとよく調べなきゃ。",,"Didn't we miss anything
in the archive room? We
should look more
carefully."
0xe1dc4,47,"それより、コックリさんに
集中した方がいいって。",,"It'd be better to focus
on Kokkuri-san instead."
0xe1df4,47,"…あたし、旧校舎に１度入って
みたかったんだ…。",,"I...always wanted to go
into the old building at
least once..."
0xe1e24,47,"それなんだよね〜。
地図とかあればいいんだけど。",,"That's what I keep
saying. It'd be easier if
we had a map."
0xe1e54,47,"（あの中に、未来のわたしたちが
　いたことに…）",,"(That our future selves
were in there...)"
0xe1e84,47,"（あの中に、未来のわたしたちが
　いたことに…）",,"(That our future selves
were in there...)"
0xe1eb4,47,"鏡を探さないと…。
鏡がありそうなのは…トイレ？",,"We need to find a
mirror...Where would
one be...the bathroom?"
0xe1ee4,47,"今住んでるマンションでも…
たまに聞こえるの…。",,"Even in the building I
live in now...I
sometimes hear it..."
0xe1f14,47,"（そういえば救急箱のような物を
　持っていた…）",,"(Now that I think about
it, she had something
like a first-aid kit...)"
0xe1f44,47,"（時間と空間の境界線が、
　あいまいになってる）",,"(The boundary between
time and space is
growing blurry)"
0xe1f74,47,"どうして音楽室なのか？
あたしも理由が知りたい。",,"Why the music room? I
want to know the reason
too."
0xe1fa4,47,"いいよ、汚いから。
それより、他のとこを調べよ。",,"Leave it, it's dirty.
Let's check somewhere
else instead."
0xe1fd4,49,"合わせ鏡で見つけて、
『かごめかごめ』を歌っても、",,"Even if we find her with
the double mirror and
sing Kagome Kagome,"
0xe2008,49,"だから歌詞の『うしろの正面
だあれ』には背後の霊と",,"That's why in the lyric
""who's behind you""
there's a spirit standing
behind,"
0xe203c,49,"さっきのカナの声…おかしいよ…
あれは霊の声だよ。",,"That voice of Kana's
from earlier...it was
strange...it was a
spirit's voice."
0xe2070,49,"１組のタキモトアリサと一緒にいた
みたいだけど…。",,"It seems she was with
Takimoto Arisa, from
class 1..."
0xe20a4,49,"うちのクラスのカナとメグミと
一緒にいたらしいの。",,"They say she was with
Kana and Megumi, from
our class."
0xe20d8,49,"（霧が晴れると、屋上にはカナが
　倒れていました）",,"(When the fog cleared,
Kana was found
collapsed on the
rooftop)"
0xe210c,49,"わたしはサクジョしちゃったから
比べられないけど。",,"I already deleted mine,
so I can't compare."
0xe2140,49,"一斉メールじゃなくて、限られた
数人に同じメールを",,"It wasn't a mass email,
but the same email sent
to just a few people,"
0xe2174,49,"だから、チェーンメールの内容が
リアルになった…。",,"That's why what the
chain email said came
true..."
0xe21a8,49,"（でも、なぜ今になって霊が活発に
　なったのか、）",,"(But, why did the spirits
become active right
now,)"
0xe21dc,49,"水泳部エースで、他校の生徒にも
人気のセノマサキ。",,"Seno Masaki, the swim
team ace, popular even
at other schools."
0xe2210,49,"はずれないコックリさんって
…どんなのかと思って。",,"A Kokkuri-san that never
fails...I got curious
what it would be like."
0xe2244,49,"ミズキは転校生だから知らないと
思うけど、有名よ。",,"Mizuki probably doesn't
know since she's new,
but it's famous."
0xe2278,49,"（なんだろう…。まだ、何かある
　ような気がする）",,"(What could it be...I
feel like something's still
missing)"
0xe22ac,49,"あの壁の四角い跡には、
ベートーベンとかの肖像画が",,"In that square mark on
the wall, there used to
be a portrait of
Beethoven or something,"
0xe22e0,49,"う〜ん、せっかくだし、
もっと中を探検してみない？",,"Mmm, since we're here,
why don't we explore
further in?"
0xe2314,49,"そこでの音が校舎の配水管を
伝って、いろんな場所で",,"The sound from there
travels through the
building's pipes, and in
various places"
0xe2348,49,"全部木でできてるなんて、
今じゃかなりレアだよね。",,"Everything being made
of wood is pretty rare
these days."
0xe237c,49,"（けど、メグミの行方は今もわか
　らないままです）",,"(But, Megumi's
whereabouts are still
unknown)"
0xe23b0,49,"（結局、カナとメグミの行方は
　分からないまま…）",,"(In the end, Kana and
Megumi's whereabouts
remained a mystery...)"
0xe23e4,49,"そこでの音が校舎の配水管を
伝って、いろんな場所で",,"The sound from there
travels through the
building's pipes, and in
various places"
0xe2418,49,"そこでの音が校舎の配水管を
伝って、いろんな場所で",,"The sound from there
travels through the
building's pipes, and in
various places"
0xe244c,49,"旧校舎が空襲の被害者の収容所
だったってウワサ…。",,"They say the old building
was a shelter for air raid
victims..."
0xe2480,49,"知らなかったでしょ？
ついでに言えば、学校の屋上で",,"You didn't know that,
did you? And while
we're at it, on the
school rooftop"
0xe24b4,49,"うめくような…女の声…メグミの
声にも…似てた…。",,"Like a moan...a
woman's voice...it
sounded like Megumi's
voice..."
0xe24e8,49,"でもその写真を見て、人影の
白い光を思い出したの。",,"But seeing that photo, I
remembered the white
figure."
0xe251c,49,"彼女…昨日の夜、旧校舎で
コックリさんをやった後、",,"She...last night, after
doing Kokkuri-san in the
old building,"
0xe2550,49,"わたしも“旧校舎で霊に襲われて
神隠しに遭う”って",,"I also got ""the old
building's spirits attack
me and I disappear"","
0xe2584,49,"…ホントに、手がかりを見つける
方法って、ないの？",,"...Is there really no way
to find any clues?"
0xe25b8,49,"おススメはしないけど…、
同じコックリさんの霊から",,"I don't recommend it,
but...from that same
Kokkuri-san spirit"
0xe25ec,49,"（たぶん…チェーンメールが
　実体化した時には…）",,"(Maybe...when the
chain email became
real...)"
0xe2620,49,"そんなにあせらなくったって…。
やる気あるんだね。",,"No need to rush so
much...you're really
into this, huh."
0xe2654,49,"早くここを出よう。
不発弾のことを知らせないと…。",,"Let's get out of here
quickly. We need to
report the bomb..."
0xe2688,49,"（早く２人が帰ってきてくれること
　を祈りました）",,"(I prayed that the two of
them would come back
soon)"
0xe26bc,49,"コックリさん…コックリさん…。
もう終わりです…。",,"Kokkuri-san...
Kokkuri-san... it's
over now..."
0xe26f0,49,"（おそらく、昇降口でガラスを
　割ろうとしたのが）",,"(It was probably from
trying to break the glass
at the entrance)"
0xe2724,49,"ね、他のところでも撮ろうよ。
ナニカ写るかもだし。",,"Hey, let's take photos in
other places too.
Something might show
up."
0xe2758,49,"どうせキモダメシに来たヤツが
割ったんじゃないの？",,"It was probably broken
by someone who came to
test their courage."
0xe278c,49,"姿は見えない…。
でもさっきより鮮明に…聞こえた。",,"I don't see
anything...But it
sounded clearer than
before..."
0xe27c0,49,"コックリさんが、あたしたちを
導いてくれてるのに。",,"And here Kokkuri-san is
guiding us."
0xe27f4,49,"でも、コックリさんって信じること
が大事だと思う。",,"But I think what matters
with Kokkuri-san is
believing."
0xe2828,49,"これ…旧校舎のカギ…。
みんな、探していたんだよ。",,"This is the old building's
key...everyone was
looking for it."
0xe285c,49,"おそらく…カナとメグミに、
私たちは見えてない…。",,"Probably...Kana and
Megumi can't see us..."
0xe2890,49,"ちょうどミズキが立ってるあたり
だったような……。",,"I think it was right where
Mizuki was standing..."
0xe28c4,49,"（下に行くのは、この階を
　調べてからにしよう…）",,"(Let's go down after
checking this floor...)"
0xe28f8,49,"ハ虫類はＯＫなんだけど…
毛のあるやつは…怖いの。",,"Reptiles are fine with
me...but furry
things...scare me."
0xe292c,49,"看護師…そういえば、資料室で
見つけた記念写真に！",,"The nurse...Now that I
think about it, in the
photo from the archive
room!"
0xe2960,51,"恐らくカナは、私たちと全く別の
空間をさまよってる。",,"Kana's probably
wandering in a
completely different
space from ours."
0xe2994,51,"…霊……それにしては…鳴き声が
…妙に生々しかった。",,"A spirit...? But the
sound was oddly
realistic..."
0xe29c8,51,"（その後、メグミは別の場所で倒れ
　ているところを）",,"(Afterward, Megumi was
found collapsed
somewhere else)"
0xe29fc,51,"（発見されたけど、カナは今も行方
　が分かりません）",,"(But Kana still hasn't
turned up)"
0xe2a30,51,"ゼッタイ呪い殺される…あたし…
まだ死にたくない…。",,"I'm definitely going to
be cursed to death...I
don't want to die yet..."
0xe2a64,51,"たしかにこれ以上は、わたしたちの
手に負えないかも。",,"That's true, this might
already be getting out of
our hands."
0xe2a98,51,"声は身近に聞こえるけど、別の空間
をさまよっている。",,"The voice sounds close,
but it's wandering in
another space."
0xe2acc,51,"カナもメグミも、きっと生きてる。
わたし、信じてる。",,"Kana and Megumi are
definitely alive. I believe
it."
0xe2b00,51,"えっ、でも、コックリさんって普通
キツネの霊でしょ？",,"Huh, but Kokkuri-san's
usually a fox spirit,
right?"
0xe2b34,51,"ね、わたしのメール見て、他に何か
気づいたことある？",,"Hey, when you looked at
my email, did you notice
anything else?"
0xe2b68,51,"声は身近に聞こえるけど、別の空間
をさまよっている。",,"The voice sounds close,
but it's wandering in
another space."
0xe2b9c,51,"朝から目いっぱい泳いだら、
腹減っちゃったんだけど、",,"I swam so much since
this morning that I got
hungry,"
0xe2bd0,51,"えっ、でも、コックリさんって普通
キツネの霊でしょ？",,"Huh, but Kokkuri-san's
usually a fox spirit,
right?"
0xe2c04,51,"朝から目いっぱい泳いだら、
腹減っちゃったんだけど、",,"I swam so much since
this morning that I got
hungry,"
0xe2c38,51,"肖像画っていえば、絵の人の目が
動くって噂あるよね。",,"Speaking of the portrait,
they say the eyes in the
painting move."
0xe2c6c,51,"ゴミ箱サイトは『チェーンメールの
墓場』っていうの、",,"The trash site is called
""The Chain Email
Graveyard"","
0xe2ca0,51,"そ、児童公園で今朝見つかった
タキモトアリサの友達。",,"Yeah, Takimoto Arisa's
friend, the one they
found this morning at
the park."
0xe2cd4,51,"とりあえず、カナの声が聞こえた
１階を調べなきゃね。",,"For now, we need to
check the first floor,
where we heard Kana."
0xe2d08,51,"声は身近に聞こえるけど、別の空間
をさまよっている。",,"The voice sounds close,
but it's wandering in
another space."
0xe2d3c,51,"無数にいて神隠しにあう』
っていうのが、あったよね。",,"""...there are countless
of them, and you get
kamikakushi'd"", it said."
0xe2d70,51,"屋上でコックリさんをすれば、
きっと２人がいる場所を",,"If we do Kokkuri-san on
the rooftop, surely the
place where the two of
them are"
0xe2da4,51,"えっ、でも、コックリさんって普通
キツネの霊でしょ？",,"Huh, but Kokkuri-san's
usually a fox spirit,
right?"
0xe2dd8,51,"（そっか…さっき着メロが鳴ってい
　たってことは…）",,"(I see...if the ringtone
played just now,
then...)"
0xe2e0c,51,"視線の気配が現れては消えてるの、
…あちこちから…。",,"I feel gazes appearing
and
disappearing...from all
directions..."
0xe2e40,51,"声は身近に聞こえるけど、別の空間
をさまよっている。",,"The voice sounds close,
but it's wandering in
another space."
0xe2e74,51,"（ですが、今となっては
　どうすることもできません）",,"(But, at this point,
there's nothing more we
can do)"
0xe2ea8,51,"（ですが、今となっては
　どうすることもできません）",,"(But, at this point,
there's nothing more we
can do)"
0xe2edc,51,"（もしもあのとき思いとどまる
　ことができていれば）",,"(If only I could have
stopped myself at that
moment)"
0xe2f10,51,"えっ、でも、コックリさんって普通
キツネの霊でしょ？",,"Huh, but Kokkuri-san's
usually a fox spirit,
right?"
0xe2f44,51,"古い建物にたまにあるらしいって
不動産屋が言ってた。",,"The real estate agent
said it sometimes
happens in old
buildings."
0xe2f78,51,"“深夜に合わせ鏡をして
　『かごめかごめ』を歌うと”",,"""If you do the double
mirror at midnight and
sing Kagome Kagome,"""
0xe2fac,51,"撮った写メはちゃんとミズキにも
送ってあげるからさ。",,"I'll send you the photos
I took too, Mizuki."
0xe2fe0,51,"（たしかに近くにいるのに、
　姿が見えないなんて…）",,"(It's true it's close by,
but we can't see it...)"
0xe3014,51,"いじめを受けて、自殺した女の子の
呪いだったような。",,"It seemed to be the
curse of a girl who killed
herself because of
bullying."
0xe3048,51,"（この旧校舎に棲む霊？
　…邪念は感じられなかった）",,"(A spirit that lives in the
old building? ...I didn't
sense any malice)"
0xe307c,51,"（もう二度と旧校舎に近づくことは
　ないと思います）",,"(I don't think I'll ever
go near the old building
again)"
0xe30b0,51,"あなたが、コックリさんなら、
どうかお帰りください。",,"If you are Kokkuri-san,
please, return to your
place."
0xe30e4,51,"要するに…新校舎の屋上は、
旧校舎の位置からは北東、",,"So that means...the
new building's rooftop is
to the northeast of the
old one,"
0xe3118,51,"さっき拾ったカギで開く、ほかの
教室を開けてみない？",,"Shall we try opening
another classroom with
the key we found?"
0xe314c,51,"下の階調べてまた戻ってくる
なんて、メンドーでしょ？",,"It's such a hassle to
check downstairs and
have to come back,
right?"
0xe3180,53,"（どうやら、カナとは別の闇の世界
　に閉じこめられて）",,"(It seems I'm trapped in
a dark world different
from Kana's)"
0xe31b8,53,"カバンの中にならあるけど、
さすがに手持ちにはないや。",,"I have some in my bag,
but I'm not carrying
anything on me."
0xe31f0,53,"近くにキツネがいない時は、別の
低級霊を呼んじゃうから",,"When there's no fox
nearby, a lesser spirit
gets summoned instead,"
0xe3228,53,"“電源が入ってないか、電波が
届かない場所”だって…。",,"""It's either turned off,
or somewhere with no
signal"", it says..."
0xe3260,53,"そのナナシからのチェンメの一つ
に、旧校舎の音楽室で、",,"One of Nanashi's chain
emails said that in the
old building's music
room,"
0xe3298,53,"そのキツネの霊を追えば、謎が
解けるってことじゃない？",,"If we follow the fox
spirit, won't that solve
the riddle?"
0xe32d0,53,"夜中だからビビったよ。
ソッコーでサクジョしたけど…。",,"Since it was nighttime it
scared me. I deleted it
right away, but..."
0xe3308,53,"しかもチェーンメールでしょ。
そんなのでカナたちが…。",,"And on top of that it's a
chain email. That
because of that Kana
and the others..."
0xe3340,53,"ねえミズキ。カナの声って
この階から聞こえたんでしょ？",,"Hey Mizuki. Kana's
voice was heard on this
floor, right?"
0xe3378,53,"近くにキツネがいない時は、別の
低級霊を呼んじゃうから",,"When there's no fox
nearby, a lesser spirit
gets summoned instead,"
0xe33b0,53,"あの２人が仲がいいってのも、
ある意味、都市伝説よね。",,"Those two getting along
is, in a way, an urban
legend itself."
0xe33e8,53,"そのキツネの霊を追えば、謎が
解けるってことじゃない？",,"If we follow the fox
spirit, won't that solve
the riddle?"
0xe3420,53,"でも、削除もしないで、そのままに
するのもよくないわ。",,"But not deleting it and
just leaving it isn't good
either."
0xe3458,53,"そっか、だから変なうなり声
みたいなのも聞こえたんだ。",,"Ah, that's why we also
heard something like a
strange growl."
0xe3490,53,"良い噂ならいいけど、悪い噂は
早めに連鎖を断つことね。",,"If it's a good rumor,
fine, but bad ones need
to be cut off quickly."
0xe34c8,53,"うん、その時もチェーンメールの
墓場に送ればいいのよ。",,"Yeah, in that case you
can also send it to the
chain graveyard."
0xe3500,53,"そっか、だから変なうなり声
みたいなのも聞こえたんだ。",,"Ah, that's why we also
heard something like a
strange growl."
0xe3538,53,"他に、どれだけモノズキがいる
のか、確かめに来たの…。",,"I came to see how many
other curious people like
me there were..."
0xe3570,53,"まだこの校舎には、成仏されない
キツネがどこかにいる。",,"There's still a restless
fox somewhere in this
building."
